code_module,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result
DDD,M,East Midlands Region,HE Qualification,0-35,2,280,N,Withdrawn
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,West Midlands Region,HE Qualification,0-35,0,180,N,Withdrawn
EEE,M,East Midlands Region,HE Qualification,35-55,0,60,N,Pass
FFF,M,North Western Region,A Level or Equivalent,0-35,0,210,N,Pass
BBB,F,London Region,A Level or Equivalent,35-55,0,120,N,Withdrawn
BBB,F,North Region,A Level or Equivalent,0-35,1,60,N,Pass
BBB,F,North Region,A Level or Equivalent,0-35,0,120,N,Pass
CCC,M,South Region,HE Qualification,35-55,0,60,N,Pass
BBB,F,North Western Region,HE Qualification,35-55,0,60,N,Fail
DDD,F,East Midlands Region,A Level or Equivalent,0-35,0,90,N,Pass
EEE,M,South East Region,HE Qualification,0-35,0,60,N,Pass
BBB,F,London Region,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,Scotland,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,East Anglian Region,HE Qualification,35-55,0,60,N,Pass
BBB,F,North Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,North Western Region,A Level or Equivalent,0-35,0,180,N,Fail
CCC,F,East Midlands Region,A Level or Equivalent,35-55,0,90,N,Fail
EEE,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Fail
GGG,F,South West Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,M,North Western Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,North Region,HE Qualification,35-55,0,120,N,Pass
DDD,M,East Midlands Region,Lower Than A Level,35-55,1,60,N,Pass
DDD,M,West Midlands Region,HE Qualification,35-55,4,60,N,Fail
FFF,M,South Region,A Level or Equivalent,0-35,0,90,N,Fail
CCC,M,Ireland,HE Qualification,35-55,0,90,N,Withdrawn
FFF,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,35-55,0,60,N,Pass
GGG,F,East Anglian Region,Lower Than A Level,0-35,0,30,N,Pass
FFF,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
EEE,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,F,North Western Region,Lower Than A Level,35-55,0,90,N,Withdrawn
AAA,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,0-35,1,120,Y,Pass
CCC,M,Scotland,HE Qualification,0-35,0,120,N,Withdrawn
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,M,Ireland,HE Qualification,35-55,0,60,N,Pass
CCC,M,London Region,HE Qualification,35-55,0,60,N,Withdrawn
CCC,F,London Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
DDD,M,South Region,Lower Than A Level,35-55,0,60,N,Fail
DDD,M,Scotland,HE Qualification,0-35,0,60,N,Pass
FFF,M,London Region,Lower Than A Level,0-35,0,120,N,Pass
BBB,F,Scotland,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
BBB,F,Wales,Lower Than A Level,35-55,0,60,Y,Pass
BBB,F,West Midlands Region,Lower Than A Level,0-35,2,120,N,Fail
FFF,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
CCC,F,West Midlands Region,Lower Than A Level,0-35,0,120,N,Withdrawn
AAA,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,South West Region,HE Qualification,0-35,0,30,N,Pass
GGG,F,West Midlands Region,A Level or Equivalent,0-35,0,30,N,Pass
GGG,F,South East Region,Lower Than A Level,35-55,0,30,N,Fail
FFF,M,South West Region,Lower Than A Level,0-35,0,210,N,Pass
FFF,M,North Western Region,HE Qualification,0-35,0,120,N,Pass
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
GGG,F,North Western Region,A Level or Equivalent,35-55,0,30,N,Pass
EEE,F,South East Region,Lower Than A Level,35-55,0,60,N,Pass
CCC,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,M,North Western Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
EEE,M,Yorkshire Region,A Level or Equivalent,0-35,0,120,N,Pass
BBB,M,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,South Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,F,North Western Region,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,Yorkshire Region,A Level or Equivalent,0-35,0,90,N,Fail
DDD,M,Scotland,HE Qualification,0-35,0,90,N,Pass
BBB,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,North Region,Lower Than A Level,0-35,1,120,N,Pass
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,South Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
FFF,M,North Western Region,HE Qualification,35-55,0,90,N,Fail
GGG,F,London Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,M,Scotland,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Withdrawn
GGG,M,North Western Region,Lower Than A Level,0-35,0,30,N,Fail
DDD,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,30,N,Pass
DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,South West Region,A Level or Equivalent,0-35,2,90,N,Pass
BBB,F,London Region,A Level or Equivalent,35-55,0,300,N,Withdrawn
DDD,F,North Western Region,A Level or Equivalent,0-35,0,240,N,Withdrawn
EEE,M,London Region,A Level or Equivalent,0-35,0,90,N,Pass
BBB,F,Yorkshire Region,Lower Than A Level,35-55,0,180,N,Withdrawn
FFF,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,West Midlands Region,Lower Than A Level,0-35,1,120,N,Withdrawn
EEE,M,Scotland,HE Qualification,35-55,0,30,N,Pass
EEE,M,Scotland,HE Qualification,0-35,0,60,N,Pass
EEE,M,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,Yorkshire Region,HE Qualification,0-35,0,60,N,Pass
GGG,M,South West Region,Lower Than A Level,0-35,0,30,N,Fail
GGG,F,London Region,A Level or Equivalent,35-55,0,30,N,Withdrawn
EEE,M,North Western Region,Lower Than A Level,0-35,0,90,N,Withdrawn
FFF,M,Yorkshire Region,Lower Than A Level,0-35,1,60,N,Pass
BBB,F,Ireland,A Level or Equivalent,0-35,0,60,N,Fail
BBB,F,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,South West Region,A Level or Equivalent,0-35,0,120,N,Fail
GGG,F,South Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,F,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,North Region,HE Qualification,35-55,0,90,N,Fail
FFF,M,East Anglian Region,A Level or Equivalent,0-35,1,120,N,Fail
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,90,N,Withdrawn
BBB,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
GGG,M,South West Region,A Level or Equivalent,35-55,0,30,N,Withdrawn
BBB,F,London Region,Lower Than A Level,35-55,0,60,N,Pass
GGG,F,East Anglian Region,A Level or Equivalent,35-55,0,30,N,Pass
GGG,F,East Anglian Region,Lower Than A Level,0-35,0,30,N,Pass
CCC,F,Ireland,A Level or Equivalent,35-55,0,60,N,Withdrawn
EEE,M,Scotland,HE Qualification,0-35,0,120,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,35-55,0,120,N,Pass
GGG,F,Scotland,Lower Than A Level,35-55,0,30,N,Pass
BBB,F,South East Region,No Formal quals,0-35,0,60,N,Withdrawn
FFF,M,Scotland,A Level or Equivalent,35-55,0,60,Y,Pass
BBB,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
GGG,F,East Anglian Region,Lower Than A Level,35-55,0,30,N,Withdrawn
CCC,M,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
CCC,F,London Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,East Midlands Region,HE Qualification,0-35,0,60,N,Pass
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,London Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,South East Region,HE Qualification,0-35,0,60,N,Pass
FFF,M,West Midlands Region,Lower Than A Level,35-55,0,60,N,Pass
EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,30,Y,Fail
DDD,F,Scotland,A Level or Equivalent,0-35,2,60,N,Withdrawn
BBB,F,Scotland,A Level or Equivalent,0-35,1,120,Y,Withdrawn
AAA,M,Yorkshire Region,A Level or Equivalent,0-35,0,120,N,Pass
CCC,M,London Region,Lower Than A Level,0-35,0,90,N,Withdrawn
FFF,F,London Region,Lower Than A Level,0-35,0,90,N,Withdrawn
FFF,M,East Anglian Region,Lower Than A Level,0-35,1,180,N,Withdrawn
BBB,F,London Region,A Level or Equivalent,0-35,2,60,N,Withdrawn
DDD,M,South West Region,A Level or Equivalent,55<=,0,90,N,Pass
EEE,M,South East Region,HE Qualification,35-55,0,60,N,Pass
GGG,F,Wales,A Level or Equivalent,35-55,0,30,N,Withdrawn
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,M,Yorkshire Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,London Region,A Level or Equivalent,0-35,0,90,N,Fail
BBB,M,London Region,A Level or Equivalent,35-55,0,120,N,Withdrawn
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,East Midlands Region,Lower Than A Level,35-55,0,60,N,Withdrawn
FFF,F,East Anglian Region,HE Qualification,0-35,1,60,N,Pass
FFF,M,Wales,Lower Than A Level,0-35,0,90,N,Fail
BBB,M,South East Region,Lower Than A Level,35-55,2,120,N,Withdrawn
CCC,M,North Region,Lower Than A Level,0-35,0,120,N,Withdrawn
AAA,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Fail
FFF,M,North Region,Lower Than A Level,0-35,3,120,N,Pass
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,Y,Pass
GGG,F,South West Region,A Level or Equivalent,0-35,0,30,N,Pass
BBB,F,East Anglian Region,HE Qualification,35-55,0,60,N,Fail
GGG,F,East Anglian Region,Lower Than A Level,35-55,0,30,N,Fail
BBB,F,South West Region,Lower Than A Level,0-35,0,120,Y,Withdrawn
DDD,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,M,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,North Region,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,West Midlands Region,No Formal quals,0-35,0,60,N,Withdrawn
DDD,F,Ireland,Lower Than A Level,35-55,0,60,N,Pass
DDD,M,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
CCC,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,South West Region,A Level or Equivalent,35-55,0,90,N,Pass
FFF,F,East Midlands Region,Lower Than A Level,35-55,1,150,N,Fail
DDD,F,North Western Region,A Level or Equivalent,35-55,2,60,Y,Fail
FFF,M,Scotland,HE Qualification,0-35,0,60,N,Pass
EEE,M,South Region,A Level or Equivalent,0-35,0,30,N,Pass
DDD,F,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Fail
BBB,F,South West Region,Lower Than A Level,0-35,1,180,Y,Fail
BBB,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Fail
GGG,F,Scotland,HE Qualification,35-55,0,30,N,Pass
BBB,F,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,North Region,Lower Than A Level,0-35,1,210,N,Pass
EEE,M,London Region,A Level or Equivalent,0-35,0,30,N,Withdrawn
GGG,F,North Region,A Level or Equivalent,35-55,0,30,N,Pass
DDD,F,South Region,Lower Than A Level,0-35,0,120,Y,Withdrawn
GGG,M,London Region,Lower Than A Level,0-35,0,30,N,Withdrawn
GGG,F,South Region,A Level or Equivalent,35-55,0,30,N,Pass
GGG,F,East Anglian Region,HE Qualification,35-55,0,30,N,Pass
BBB,F,South East Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
BBB,F,Wales,HE Qualification,0-35,1,60,N,Withdrawn
DDD,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
CCC,M,London Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,Wales,A Level or Equivalent,0-35,1,60,N,Pass
DDD,M,South West Region,HE Qualification,0-35,0,60,N,Pass
FFF,M,South East Region,A Level or Equivalent,0-35,0,60,N,Fail
DDD,M,Scotland,A Level or Equivalent,0-35,1,60,Y,Withdrawn
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,150,N,Fail
BBB,F,North Western Region,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,South East Region,Lower Than A Level,0-35,0,90,Y,Pass
DDD,M,South Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,South Region,Lower Than A Level,35-55,0,60,Y,Pass
EEE,M,Yorkshire Region,HE Qualification,35-55,0,150,N,Pass
FFF,F,Yorkshire Region,Lower Than A Level,0-35,0,120,Y,Withdrawn
DDD,F,South West Region,A Level or Equivalent,0-35,1,150,N,Withdrawn
FFF,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,Scotland,Lower Than A Level,0-35,0,120,N,Withdrawn
EEE,M,South Region,A Level or Equivalent,0-35,2,90,N,Pass
BBB,F,Ireland,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,Wales,Lower Than A Level,0-35,1,120,N,Withdrawn
GGG,F,North Western Region,A Level or Equivalent,35-55,0,30,N,Pass
FFF,M,London Region,Lower Than A Level,0-35,0,90,N,Pass
BBB,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Withdrawn
DDD,F,London Region,A Level or Equivalent,35-55,1,120,Y,Fail
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
AAA,M,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass
EEE,M,South West Region,Lower Than A Level,35-55,0,60,N,Withdrawn
BBB,F,Wales,Lower Than A Level,35-55,0,60,N,Fail
CCC,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Withdrawn
CCC,M,South Region,A Level or Equivalent,0-35,0,150,N,Withdrawn
BBB,M,South East Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass
GGG,F,Wales,Lower Than A Level,0-35,0,30,N,Pass
EEE,M,Scotland,HE Qualification,0-35,0,45,N,Pass
AAA,M,South West Region,A Level or Equivalent,35-55,1,60,N,Withdrawn
CCC,F,North Region,HE Qualification,0-35,0,30,N,Pass
BBB,F,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Fail
BBB,M,London Region,A Level or Equivalent,35-55,1,120,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,Scotland,A Level or Equivalent,0-35,0,120,N,Pass
EEE,M,South West Region,HE Qualification,0-35,0,90,N,Fail
BBB,F,London Region,Lower Than A Level,0-35,0,120,N,Withdrawn
FFF,M,London Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
BBB,F,Scotland,HE Qualification,0-35,0,60,N,Withdrawn
FFF,M,Wales,HE Qualification,0-35,0,180,N,Withdrawn
BBB,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass
AAA,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,F,Yorkshire Region,Lower Than A Level,35-55,0,60,N,Pass
DDD,M,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,M,Scotland,Lower Than A Level,35-55,1,60,N,Pass
EEE,F,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
GGG,F,South Region,Lower Than A Level,35-55,0,30,N,Pass
BBB,F,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,Wales,HE Qualification,0-35,0,60,N,Pass
EEE,M,North Western Region,Lower Than A Level,0-35,0,30,N,Pass
CCC,M,Ireland,HE Qualification,35-55,0,60,N,Fail
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
EEE,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,Wales,HE Qualification,35-55,0,60,N,Pass
BBB,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
BBB,F,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,F,West Midlands Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
GGG,F,North Western Region,Lower Than A Level,0-35,0,30,N,Fail
DDD,F,South West Region,A Level or Equivalent,0-35,0,120,N,Fail
EEE,M,Scotland,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,North Region,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,East Midlands Region,A Level or Equivalent,35-55,0,90,N,Fail
BBB,F,Scotland,HE Qualification,35-55,0,60,N,Pass
FFF,M,London Region,A Level or Equivalent,0-35,0,60,Y,Pass
EEE,M,South Region,A Level or Equivalent,0-35,0,60,N,Pass
GGG,F,Yorkshire Region,Lower Than A Level,0-35,0,30,N,Withdrawn
BBB,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass
EEE,M,North Region,HE Qualification,35-55,0,30,N,Pass
DDD,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,F,London Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,London Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,Scotland,A Level or Equivalent,0-35,0,90,N,Fail
BBB,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,West Midlands Region,HE Qualification,35-55,0,90,N,Withdrawn
EEE,M,Scotland,Lower Than A Level,35-55,0,30,N,Pass
DDD,F,Ireland,Lower Than A Level,0-35,0,90,N,Withdrawn
FFF,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,F,South Region,A Level or Equivalent,35-55,1,60,N,Pass
FFF,M,Yorkshire Region,A Level or Equivalent,35-55,0,90,N,Pass
FFF,M,South Region,A Level or Equivalent,0-35,1,210,N,Pass
DDD,F,East Anglian Region,Lower Than A Level,0-35,0,180,Y,Withdrawn
BBB,F,East Midlands Region,A Level or Equivalent,0-35,1,120,N,Pass
EEE,M,South East Region,A Level or Equivalent,35-55,0,60,N,Fail
BBB,F,South East Region,Lower Than A Level,0-35,0,60,N,Fail
CCC,M,Scotland,HE Qualification,35-55,0,120,Y,Withdrawn
CCC,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
CCC,M,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Pass
FFF,M,London Region,HE Qualification,35-55,1,60,N,Pass
CCC,M,Scotland,Lower Than A Level,0-35,0,30,N,Withdrawn
AAA,M,South East Region,A Level or Equivalent,35-55,0,60,N,Fail
CCC,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass
FFF,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,F,West Midlands Region,A Level or Equivalent,0-35,0,30,N,Fail
GGG,F,East Anglian Region,Lower Than A Level,35-55,0,30,N,Pass
DDD,F,London Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,South Region,Lower Than A Level,0-35,0,120,N,Withdrawn
FFF,M,Ireland,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,F,Yorkshire Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
DDD,M,North Western Region,HE Qualification,0-35,0,60,N,Pass
DDD,M,East Midlands Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
EEE,M,South Region,A Level or Equivalent,0-35,0,30,N,Withdrawn
EEE,M,London Region,A Level or Equivalent,35-55,0,30,N,Pass
BBB,F,North Western Region,Lower Than A Level,0-35,0,90,N,Pass
DDD,F,North Region,Lower Than A Level,0-35,0,90,Y,Pass
EEE,M,London Region,HE Qualification,35-55,0,90,N,Pass
GGG,F,East Anglian Region,A Level or Equivalent,35-55,0,30,N,Pass
CCC,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
DDD,M,Ireland,Lower Than A Level,0-35,0,120,N,Pass
FFF,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,Scotland,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,North Western Region,A Level or Equivalent,35-55,0,120,N,Withdrawn
FFF,M,East Midlands Region,A Level or Equivalent,0-35,0,180,N,Pass
AAA,M,West Midlands Region,A Level or Equivalent,0-35,0,180,N,Pass
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Fail
EEE,M,South Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,West Midlands Region,Lower Than A Level,0-35,0,120,N,Withdrawn
GGG,F,London Region,Lower Than A Level,35-55,0,30,N,Pass
FFF,F,North Western Region,Lower Than A Level,0-35,0,60,N,Fail
DDD,M,North Western Region,Lower Than A Level,35-55,1,60,Y,Pass
BBB,M,East Anglian Region,Lower Than A Level,35-55,0,120,N,Pass
BBB,F,South West Region,A Level or Equivalent,0-35,1,120,N,Pass
CCC,M,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,South East Region,Lower Than A Level,0-35,1,60,N,Pass
DDD,F,Yorkshire Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,North Western Region,No Formal quals,35-55,0,120,N,Withdrawn
CCC,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
BBB,F,Wales,A Level or Equivalent,0-35,1,180,Y,Withdrawn
FFF,M,Scotland,HE Qualification,35-55,0,60,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,0-35,1,60,Y,Pass
BBB,F,South Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,South Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,F,North Region,HE Qualification,55<=,0,150,N,Withdrawn
BBB,F,North Western Region,HE Qualification,0-35,0,60,N,Fail
BBB,F,South West Region,Lower Than A Level,0-35,0,120,N,Fail
GGG,M,East Anglian Region,Lower Than A Level,35-55,0,30,Y,Withdrawn
DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Pass
GGG,F,East Anglian Region,Lower Than A Level,35-55,0,30,N,Pass
FFF,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,M,London Region,A Level or Equivalent,0-35,0,210,N,Fail
CCC,M,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
BBB,F,London Region,A Level or Equivalent,35-55,1,120,N,Withdrawn
BBB,F,Wales,Lower Than A Level,0-35,1,120,N,Pass
EEE,F,North Western Region,A Level or Equivalent,35-55,0,120,N,Pass
DDD,M,South East Region,A Level or Equivalent,0-35,1,60,N,Fail
GGG,M,North Region,Lower Than A Level,0-35,0,30,N,Fail
CCC,F,East Anglian Region,A Level or Equivalent,35-55,0,150,N,Withdrawn
DDD,M,South Region,Lower Than A Level,0-35,0,90,N,Withdrawn
DDD,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,F,South East Region,Lower Than A Level,35-55,0,90,N,Withdrawn
BBB,F,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,East Midlands Region,HE Qualification,0-35,0,60,N,Pass
BBB,F,North Western Region,Lower Than A Level,0-35,1,180,N,Withdrawn
FFF,M,Scotland,A Level or Equivalent,35-55,0,60,N,Withdrawn
EEE,M,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,South Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,Ireland,HE Qualification,0-35,1,90,N,Pass
GGG,F,East Anglian Region,Lower Than A Level,0-35,0,30,N,Pass
BBB,F,Yorkshire Region,A Level or Equivalent,0-35,1,180,N,Pass
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,M,South East Region,A Level or Equivalent,35-55,0,60,Y,Pass
BBB,F,London Region,HE Qualification,35-55,0,60,N,Fail
BBB,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,North Western Region,A Level or Equivalent,0-35,1,120,N,Pass
CCC,F,North Western Region,A Level or Equivalent,35-55,0,60,Y,Withdrawn
FFF,F,London Region,Lower Than A Level,35-55,0,240,N,Withdrawn
FFF,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,North Western Region,Lower Than A Level,0-35,1,120,N,Withdrawn
BBB,F,West Midlands Region,HE Qualification,0-35,0,60,N,Pass
FFF,M,West Midlands Region,Lower Than A Level,0-35,2,120,N,Withdrawn
DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,South West Region,Lower Than A Level,0-35,0,120,N,Pass
BBB,F,Wales,Lower Than A Level,35-55,0,120,Y,Fail
DDD,M,North Western Region,Lower Than A Level,0-35,0,60,Y,Pass
FFF,M,London Region,A Level or Equivalent,35-55,0,90,N,Withdrawn
CCC,F,London Region,Lower Than A Level,35-55,0,120,Y,Withdrawn
GGG,F,East Anglian Region,Lower Than A Level,0-35,0,30,Y,Pass
DDD,M,South West Region,HE Qualification,0-35,0,60,N,Withdrawn
BBB,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
GGG,F,South Region,Lower Than A Level,0-35,0,30,N,Pass
BBB,F,Scotland,A Level or Equivalent,0-35,1,120,N,Fail
GGG,F,London Region,A Level or Equivalent,35-55,1,60,Y,Withdrawn
BBB,F,East Anglian Region,Lower Than A Level,0-35,1,120,N,Fail
GGG,M,East Midlands Region,A Level or Equivalent,0-35,1,60,N,Fail
BBB,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,Ireland,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,M,Wales,A Level or Equivalent,35-55,0,90,N,Pass
BBB,M,Ireland,A Level or Equivalent,0-35,0,60,N,Withdrawn
EEE,M,Scotland,HE Qualification,35-55,0,30,N,Pass
CCC,M,Wales,HE Qualification,35-55,0,60,N,Withdrawn
DDD,F,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
